videoId,channelId,durationSecs,errorType,videoViews,channelViews,lr,subs,removeTime
dlYqjivcxmI,UCrUCi_Ss-ldmvIiP53mqSpQ,14446.0,Unavailable,209.0,12064441.0,C,48200.0,808.0
YaUWYdYVdAQ,UCrUCi_Ss-ldmvIiP53mqSpQ,124.0,Unavailable,1303.0,12064441.0,C,48200.0,1664.0
V-b5k3YLt4A,UCrUCi_Ss-ldmvIiP53mqSpQ,1424.0,Unavailable,767.0,12064441.0,C,48200.0,1270.0
NMznZ1y-hlU,UCrUCi_Ss-ldmvIiP53mqSpQ,827.0,Unavailable,330.0,12064441.0,C,48200.0,2335.0
Y9_MJ5TTV2c,UCrUCi_Ss-ldmvIiP53mqSpQ,140.0,Unavailable,736.0,12064441.0,C,48200.0,1184.0
vFabdBjdkU4,UCrUCi_Ss-ldmvIiP53mqSpQ,2838.0,Unavailable,226.0,12064441.0,C,48200.0,954.0
NNJn-JDRm6s,UCrUCi_Ss-ldmvIiP53mqSpQ,1802.0,Unavailable,2.0,12064441.0,C,48200.0,2690.0
bNjxMabVW6s,UCrUCi_Ss-ldmvIiP53mqSpQ,1820.0,Unavailable,2.0,12064441.0,C,48200.0,2660.0
RiPLhLBug3k,UCrUCi_Ss-ldmvIiP53mqSpQ,757.0,Unavailable,322.0,12064441.0,C,48200.0,2554.0
pEks097SxkE,UCrUCi_Ss-ldmvIiP53mqSpQ,1818.0,Unavailable,13.0,12064441.0,C,48200.0,2336.0
yqbMr2h4KHo,UCrUCi_Ss-ldmvIiP53mqSpQ,714.0,Unavailable,35.0,12064441.0,C,48200.0,2068.0
EVczhqB8GYQ,UCrUCi_Ss-ldmvIiP53mqSpQ,1733.0,Unavailable,1165.0,12064441.0,C,48200.0,1142.0
QKvx5Nfh4M8,UCrUCi_Ss-ldmvIiP53mqSpQ,12896.0,Unavailable,134.0,12064441.0,C,48200.0,875.0
EV9kw_KAWOo,UCrUCi_Ss-ldmvIiP53mqSpQ,1818.0,Unavailable,23.0,12064441.0,C,48200.0,2376.0
4vcI4mkmhPk,UCrUCi_Ss-ldmvIiP53mqSpQ,208.0,Unavailable,24853.0,12064441.0,C,48200.0,1993.0
MU2zP_pf7nQ,UCrUCi_Ss-ldmvIiP53mqSpQ,757.0,Unavailable,104.0,12064441.0,C,48200.0,2632.0
Q30DAypv1Z0,UCrUCi_Ss-ldmvIiP53mqSpQ,8219.0,Unavailable,3511.0,12064441.0,C,48200.0,819.0
KYtLgVkp068,UCrUCi_Ss-ldmvIiP53mqSpQ,747.0,Unavailable,3.0,12064441.0,C,48200.0,2675.0
p42XS6bodOk,UCrUCi_Ss-ldmvIiP53mqSpQ,13304.0,Unavailable,302.0,12064441.0,C,48200.0,1444.0
Pvs5ydPvxvU,UCrUCi_Ss-ldmvIiP53mqSpQ,151.0,Unavailable,13.0,12064441.0,C,48200.0,2950.0
KJg-1cYXy1k,UCrUCi_Ss-ldmvIiP53mqSpQ,3302.0,Unavailable,473.0,12064441.0,C,48200.0,844.0
buW20qEw_Vg,UCrUCi_Ss-ldmvIiP53mqSpQ,63.0,Unavailable,295.0,12064441.0,C,48200.0,2023.0
xpMJeHjLIC8,UCrUCi_Ss-ldmvIiP53mqSpQ,812.0,Unavailable,196.0,12064441.0,C,48200.0,2554.0
WXNXcmeBTJc,UCrUCi_Ss-ldmvIiP53mqSpQ,565.0,Unavailable,106.0,12064441.0,C,48200.0,2228.0
i7dmOvMCmkw,UCdJtV6wXT6lnrvldU_urowQ,356.0,Unavailable,29734.0,25307872.0,L,28900.0,2422.0
Feu-yt9V1pQ,UCdJtV6wXT6lnrvldU_urowQ,215.0,Unavailable,10175.0,25307872.0,L,28900.0,2721.0
aVpHxwjWVNg,UCdJtV6wXT6lnrvldU_urowQ,240.0,Unavailable,27097.0,25307872.0,L,28900.0,2552.0
l6JjrLjX2vQ,UCdJtV6wXT6lnrvldU_urowQ,392.0,Unavailable,4349.0,25307872.0,L,28900.0,2553.0
cGfVgaA_o20,UCdJtV6wXT6lnrvldU_urowQ,420.0,Unavailable,5636.0,25307872.0,L,28900.0,2463.0
S5oqXJeBN78,UCdJtV6wXT6lnrvldU_urowQ,152.0,Unavailable,1695.0,25307872.0,L,28900.0,2485.0
DLOG5xzs9oc,UCdJtV6wXT6lnrvldU_urowQ,281.0,Unavailable,17657.0,25307872.0,L,28900.0,2542.0
M7NJQuQdEHo,UCdJtV6wXT6lnrvldU_urowQ,73.0,Unavailable,686.0,25307872.0,L,28900.0,2457.0
w2GeNmynVME,UCdJtV6wXT6lnrvldU_urowQ,249.0,Unavailable,11706.0,25307872.0,L,28900.0,2408.0
HfOO1tmT1e0,UCdJtV6wXT6lnrvldU_urowQ,336.0,Unavailable,2960.0,25307872.0,L,28900.0,2469.0
UeDvwusq9iI,UCdJtV6wXT6lnrvldU_urowQ,243.0,Unavailable,7734.0,25307872.0,L,28900.0,2517.0
j5cQM817QIg,UCdJtV6wXT6lnrvldU_urowQ,185.0,Unavailable,4687.0,25307872.0,L,28900.0,2427.0
SyX3x8YZwiA,UCdJtV6wXT6lnrvldU_urowQ,391.0,Unavailable,65202.0,25307872.0,L,28900.0,2562.0
iucVbtV3rT0,UCdJtV6wXT6lnrvldU_urowQ,107.0,Unavailable,1647.0,25307872.0,L,28900.0,2421.0
mYwsX73mXdw,UCdJtV6wXT6lnrvldU_urowQ,314.0,Unavailable,2250.0,25307872.0,L,28900.0,2463.0
gn2-wG5gr30,UCdJtV6wXT6lnrvldU_urowQ,212.0,Unavailable,15104.0,25307872.0,L,28900.0,2462.0
33eAN06LGi8,UCdJtV6wXT6lnrvldU_urowQ,136.0,Unavailable,2349.0,25307872.0,L,28900.0,2363.0
1aOqVYTzgYs,UCdJtV6wXT6lnrvldU_urowQ,205.0,Unavailable,3526.0,25307872.0,L,28900.0,2715.0
QvUzhFHcHCc,UCdJtV6wXT6lnrvldU_urowQ,118.0,Unavailable,3357.0,25307872.0,L,28900.0,2624.0
hVX78XGKyBg,UCdJtV6wXT6lnrvldU_urowQ,348.0,Unavailable,27007.0,25307872.0,L,28900.0,2616.0
65MgxHduO9g,UCdJtV6wXT6lnrvldU_urowQ,321.0,Unavailable,6399.0,25307872.0,L,28900.0,2417.0
tR7TpMK_EdE,UCdJtV6wXT6lnrvldU_urowQ,457.0,Unavailable,3532.0,25307872.0,L,28900.0,2461.0
Bxg5xmXnrNI,UCdJtV6wXT6lnrvldU_urowQ,306.0,Unavailable,7766.0,25307872.0,L,28900.0,2434.0
eUeQYUwKLE8,UCdJtV6wXT6lnrvldU_urowQ,359.0,Unavailable,3878.0,25307872.0,L,28900.0,2342.0
ngZOidXKbLQ,UCdJtV6wXT6lnrvldU_urowQ,266.0,Unavailable,23106.0,25307872.0,L,28900.0,2503.0
fx9earvF6aE,UCdJtV6wXT6lnrvldU_urowQ,398.0,Unavailable,2513.0,25307872.0,L,28900.0,2408.0
9vqq5hooBog,UCdJtV6wXT6lnrvldU_urowQ,131.0,Unavailable,1407.0,25307872.0,L,28900.0,2382.0
PlFO-om_uio,UCdJtV6wXT6lnrvldU_urowQ,389.0,Unavailable,4757.0,25307872.0,L,28900.0,2507.0
rSU_DVjq0Ho,UCdJtV6wXT6lnrvldU_urowQ,213.0,Unavailable,7556.0,25307872.0,L,28900.0,2615.0
Go_tR1HOg2Y,UCdJtV6wXT6lnrvldU_urowQ,376.0,Unavailable,17630.0,25307872.0,L,28900.0,2393.0
zRBkSAT5Trk,UCdJtV6wXT6lnrvldU_urowQ,381.0,Unavailable,8618.0,25307872.0,L,28900.0,2443.0
FnTkTjny7VQ,UCdJtV6wXT6lnrvldU_urowQ,269.0,Unavailable,1725.0,25307872.0,L,28900.0,2469.0
gx4vMQCOh3Y,UCdJtV6wXT6lnrvldU_urowQ,254.0,Unavailable,12240.0,25307872.0,L,28900.0,2345.0
kymUIO7Hz9Q,UCdJtV6wXT6lnrvldU_urowQ,391.0,Unavailable,19018.0,25307872.0,L,28900.0,2465.0
EQOuTs9MF4A,UCdJtV6wXT6lnrvldU_urowQ,299.0,Unavailable,3407.0,25307872.0,L,28900.0,2717.0
NDTmg4oHT1g,UCdJtV6wXT6lnrvldU_urowQ,301.0,Unavailable,4520.0,25307872.0,L,28900.0,2537.0
GRGS5GLjQug,UCdJtV6wXT6lnrvldU_urowQ,377.0,Unavailable,3741.0,25307872.0,L,28900.0,2392.0
EQgvVWPupAg,UCdJtV6wXT6lnrvldU_urowQ,245.0,Unavailable,1540.0,25307872.0,L,28900.0,2416.0
RgqQMh8Z0D8,UCdJtV6wXT6lnrvldU_urowQ,146.0,Unavailable,3376.0,25307872.0,L,28900.0,2396.0
n4CgLOwv_V8,UCdJtV6wXT6lnrvldU_urowQ,186.0,Unavailable,6340.0,25307872.0,L,28900.0,2611.0
lOQGK9baN3E,UCdJtV6wXT6lnrvldU_urowQ,183.0,Unavailable,5549.0,25307872.0,L,28900.0,2498.0
LX5P8JhvF-o,UCdJtV6wXT6lnrvldU_urowQ,82.0,Unavailable,1932.0,25307872.0,L,28900.0,2576.0
s-E8z2ztKHM,UCdJtV6wXT6lnrvldU_urowQ,221.0,Unavailable,4384.0,25307872.0,L,28900.0,2550.0
ZOZ_oFa2HiU,UCdJtV6wXT6lnrvldU_urowQ,352.0,Unavailable,4485.0,25307872.0,L,28900.0,2509.0
aPNLXOxIx58,UCdJtV6wXT6lnrvldU_urowQ,347.0,Unavailable,3150.0,25307872.0,L,28900.0,2332.0
xbaeBHEt5uk,UCdJtV6wXT6lnrvldU_urowQ,322.0,Unavailable,64673.0,25307872.0,L,28900.0,2414.0
2W6nUYMms3w,UCdJtV6wXT6lnrvldU_urowQ,325.0,Unavailable,15545.0,25307872.0,L,28900.0,2499.0
BzPTPTegRh8,UCdJtV6wXT6lnrvldU_urowQ,228.0,Unavailable,1097.0,25307872.0,L,28900.0,2443.0
jnUkLtGO9EM,UCdJtV6wXT6lnrvldU_urowQ,321.0,Unavailable,1494.0,25307872.0,L,28900.0,2430.0
mbn8rlUopRs,UCdJtV6wXT6lnrvldU_urowQ,164.0,Unavailable,13853.0,25307872.0,L,28900.0,2493.0
H6yyhhSRWjQ,UCdJtV6wXT6lnrvldU_urowQ,362.0,Unavailable,14412.0,25307872.0,L,28900.0,2528.0
z_MpP6PxOco,UCdJtV6wXT6lnrvldU_urowQ,285.0,Unavailable,3238.0,25307872.0,L,28900.0,2358.0
GiH_TIQ5PQc,UCdJtV6wXT6lnrvldU_urowQ,79.0,Unavailable,1517.0,25307872.0,L,28900.0,2462.0
KIq9f3kW1cA,UCdJtV6wXT6lnrvldU_urowQ,385.0,Unavailable,101174.0,25307872.0,L,28900.0,2381.0
yseclcHZ-p0,UCdJtV6wXT6lnrvldU_urowQ,156.0,Unavailable,2135.0,25307872.0,L,28900.0,2364.0
4qyTewxjW0M,UCdJtV6wXT6lnrvldU_urowQ,200.0,Unavailable,15402.0,25307872.0,L,28900.0,2433.0
0xIpPSYAWTM,UCdJtV6wXT6lnrvldU_urowQ,18.0,Unavailable,4436.0,25307872.0,L,28900.0,2624.0
n1WsmWaDC14,UCdJtV6wXT6lnrvldU_urowQ,418.0,Unavailable,4837.0,25307872.0,L,28900.0,2560.0
oS5qqq6Hq6A,UCdJtV6wXT6lnrvldU_urowQ,210.0,Unavailable,7583.0,25307872.0,L,28900.0,2695.0
SHCrSeXyS2o,UCdJtV6wXT6lnrvldU_urowQ,209.0,Unavailable,9083.0,25307872.0,L,28900.0,2510.0
CmgHuR-CH7c,UCdJtV6wXT6lnrvldU_urowQ,252.0,Unavailable,6350.0,25307872.0,L,28900.0,2703.0
xAwrUl1IUbg,UCdJtV6wXT6lnrvldU_urowQ,149.0,Unavailable,8920.0,25307872.0,L,28900.0,2434.0
TTP3nM5PMUU,UCdJtV6wXT6lnrvldU_urowQ,299.0,Unavailable,9043.0,25307872.0,L,28900.0,2358.0
YmqavI9UNos,UCdJtV6wXT6lnrvldU_urowQ,380.0,Unavailable,3047.0,25307872.0,L,28900.0,2423.0
c347eGziHkI,UCdJtV6wXT6lnrvldU_urowQ,127.0,Unavailable,831.0,25307872.0,L,28900.0,2457.0
r4OgGWmkb4g,UCdJtV6wXT6lnrvldU_urowQ,56.0,Unavailable,4832.0,25307872.0,L,28900.0,2368.0
VYFOC-coQno,UCdJtV6wXT6lnrvldU_urowQ,78.0,Unavailable,3654.0,25307872.0,L,28900.0,2414.0
6NCB9XPwZoc,UCdJtV6wXT6lnrvldU_urowQ,312.0,Unavailable,6187.0,25307872.0,L,28900.0,2666.0
M4gpof7_6tM,UCdJtV6wXT6lnrvldU_urowQ,210.0,Unavailable,8172.0,25307872.0,L,28900.0,2470.0
2_HKUuV1gPY,UCdJtV6wXT6lnrvldU_urowQ,57.0,Unavailable,7918.0,25307872.0,L,28900.0,2429.0
ozaTgnTClBU,UCdJtV6wXT6lnrvldU_urowQ,348.0,Unavailable,5669.0,25307872.0,L,28900.0,2477.0
nF9Bga8rWtE,UCdJtV6wXT6lnrvldU_urowQ,404.0,Unavailable,23696.0,25307872.0,L,28900.0,2353.0
poiH5tWRFRs,UCdJtV6wXT6lnrvldU_urowQ,299.0,Unavailable,11082.0,25307872.0,L,28900.0,2546.0
6DS2UcHtkUk,UCdJtV6wXT6lnrvldU_urowQ,355.0,Unavailable,7831.0,25307872.0,L,28900.0,2527.0
TCq1U6z1ols,UCdJtV6wXT6lnrvldU_urowQ,350.0,Unavailable,15856.0,25307872.0,L,28900.0,2344.0
Xt2Unyw9gJw,UCdJtV6wXT6lnrvldU_urowQ,202.0,Unavailable,10597.0,25307872.0,L,28900.0,2639.0
BhVG9-zyhqI,UCdJtV6wXT6lnrvldU_urowQ,394.0,Unavailable,11605.0,25307872.0,L,28900.0,2472.0
_ISsA697o5Y,UCdJtV6wXT6lnrvldU_urowQ,164.0,Unavailable,5437.0,25307872.0,L,28900.0,2325.0
JnO4sfLIF2I,UCdJtV6wXT6lnrvldU_urowQ,390.0,Unavailable,1678.0,25307872.0,L,28900.0,2437.0
ERXO_kctSAg,UCdJtV6wXT6lnrvldU_urowQ,362.0,Unavailable,9218.0,25307872.0,L,28900.0,2546.0
91yAg5KV3HU,UCdJtV6wXT6lnrvldU_urowQ,254.0,Unavailable,4001.0,25307872.0,L,28900.0,2658.0
z3nFIR2RXwU,UCdJtV6wXT6lnrvldU_urowQ,108.0,Unavailable,1039.0,25307872.0,L,28900.0,2422.0
z9_IoawDbWY,UCdJtV6wXT6lnrvldU_urowQ,65.0,Unavailable,1225.0,25307872.0,L,28900.0,2505.0
R5fzddqEFwI,UCdJtV6wXT6lnrvldU_urowQ,480.0,Unavailable,3599.0,25307872.0,L,28900.0,2433.0
53z9Q28L-5Y,UCdJtV6wXT6lnrvldU_urowQ,318.0,Unavailable,1748.0,25307872.0,L,28900.0,2532.0
x0diQheyMeI,UCdJtV6wXT6lnrvldU_urowQ,166.0,Unavailable,10313.0,25307872.0,L,28900.0,2644.0
NxZImS0PP3U,UCdJtV6wXT6lnrvldU_urowQ,139.0,Unavailable,3096.0,25307872.0,L,28900.0,2427.0
AIw45a-nO3I,UCdJtV6wXT6lnrvldU_urowQ,309.0,Unavailable,30667.0,25307872.0,L,28900.0,2535.0
LMmWOtP3ZNQ,UCdJtV6wXT6lnrvldU_urowQ,326.0,Unavailable,2002.0,25307872.0,L,28900.0,2451.0
6_R9kcZS770,UCdJtV6wXT6lnrvldU_urowQ,450.0,Unavailable,1928.0,25307872.0,L,28900.0,2417.0
A4AmaLaN3SE,UCdJtV6wXT6lnrvldU_urowQ,209.0,Unavailable,13830.0,25307872.0,L,28900.0,2365.0
Zci3Emq-k2M,UCdJtV6wXT6lnrvldU_urowQ,161.0,Unavailable,6764.0,25307872.0,L,28900.0,2435.0
6e7vt_yjS3U,UCdJtV6wXT6lnrvldU_urowQ,126.0,Unavailable,2249.0,25307872.0,L,28900.0,2427.0
uV-RcA9q6R4,UCdJtV6wXT6lnrvldU_urowQ,120.0,Unavailable,1251.0,25307872.0,L,28900.0,2374.0
UJDnBzskHR8,UCdJtV6wXT6lnrvldU_urowQ,360.0,Unavailable,3128.0,25307872.0,L,28900.0,2555.0
NmUxPhNy1nI,UCdJtV6wXT6lnrvldU_urowQ,185.0,Unavailable,2732.0,25307872.0,L,28900.0,2386.0
n3uRCHZSMO4,UCdJtV6wXT6lnrvldU_urowQ,26.0,Unavailable,2769.0,25307872.0,L,28900.0,2567.0
SqUNIyGK4dE,UCdJtV6wXT6lnrvldU_urowQ,58.0,Unavailable,1845.0,25307872.0,L,28900.0,2638.0
_B8ubnmh4mo,UCdJtV6wXT6lnrvldU_urowQ,369.0,Unavailable,21596.0,25307872.0,L,28900.0,2375.0
_gKDgRohxaY,UCdJtV6wXT6lnrvldU_urowQ,273.0,Unavailable,42732.0,25307872.0,L,28900.0,2652.0
QTPzYx6bV5Q,UCdJtV6wXT6lnrvldU_urowQ,305.0,Unavailable,2247.0,25307872.0,L,28900.0,2494.0
34CvXsuLMms,UCdJtV6wXT6lnrvldU_urowQ,332.0,Unavailable,12709.0,25307872.0,L,28900.0,2464.0
5UEuaF-qK_k,UCdJtV6wXT6lnrvldU_urowQ,316.0,Unavailable,3528.0,25307872.0,L,28900.0,2398.0
K8Z0oQyj_Sk,UCdJtV6wXT6lnrvldU_urowQ,39.0,Unavailable,1165.0,25307872.0,L,28900.0,2417.0
n9QNWeDHx4c,UCdJtV6wXT6lnrvldU_urowQ,366.0,Unavailable,13366.0,25307872.0,L,28900.0,2351.0
nlTfUtw12hE,UCdJtV6wXT6lnrvldU_urowQ,129.0,Unavailable,2684.0,25307872.0,L,28900.0,2562.0
Z_btgV6_VGA,UCdJtV6wXT6lnrvldU_urowQ,130.0,Unavailable,1784.0,25307872.0,L,28900.0,2487.0
OLR6urq7puw,UCdJtV6wXT6lnrvldU_urowQ,351.0,Unavailable,28697.0,25307872.0,L,28900.0,2489.0
btW_cubEd80,UCdJtV6wXT6lnrvldU_urowQ,151.0,Unavailable,2441.0,25307872.0,L,28900.0,2387.0
f2rVMUKMmzw,UCdJtV6wXT6lnrvldU_urowQ,226.0,Unavailable,33763.0,25307872.0,L,28900.0,2562.0
BODZxRNfClg,UCdJtV6wXT6lnrvldU_urowQ,115.0,Unavailable,2921.0,25307872.0,L,28900.0,2364.0
3qjQyboKGJQ,UCdJtV6wXT6lnrvldU_urowQ,755.0,Unavailable,66381.0,25307872.0,L,28900.0,2702.0
D9Br0y4_1pk,UCdJtV6wXT6lnrvldU_urowQ,343.0,Unavailable,14250.0,25307872.0,L,28900.0,2538.0
Et2edDjbeSo,UCdJtV6wXT6lnrvldU_urowQ,178.0,Unavailable,927.0,25307872.0,L,28900.0,2455.0
j-uVlFF3u_8,UCdJtV6wXT6lnrvldU_urowQ,274.0,Unavailable,3445.0,25307872.0,L,28900.0,2403.0
-aTU1pKN2bE,UCdJtV6wXT6lnrvldU_urowQ,419.0,Unavailable,514757.0,25307872.0,L,28900.0,2500.0
Gp9HTfM32ts,UCdJtV6wXT6lnrvldU_urowQ,386.0,Unavailable,9265.0,25307872.0,L,28900.0,2508.0
lsd-VvO1uTQ,UCdJtV6wXT6lnrvldU_urowQ,182.0,Unavailable,7025.0,25307872.0,L,28900.0,2442.0
cn6r9Ic68pw,UCdJtV6wXT6lnrvldU_urowQ,284.0,Unavailable,8512.0,25307872.0,L,28900.0,2430.0
TWerie2Lv0c,UCdJtV6wXT6lnrvldU_urowQ,294.0,Unavailable,54134.0,25307872.0,L,28900.0,2509.0
DgNMprCFr4s,UCdJtV6wXT6lnrvldU_urowQ,380.0,Unavailable,12624.0,25307872.0,L,28900.0,2342.0
DMz0WcZ27u8,UCdJtV6wXT6lnrvldU_urowQ,56.0,Unavailable,3892.0,25307872.0,L,28900.0,2428.0
yYXzr5w6H0I,UCdJtV6wXT6lnrvldU_urowQ,492.0,Unavailable,4436.0,25307872.0,L,28900.0,2490.0
DSzEAtkue24,UCdJtV6wXT6lnrvldU_urowQ,48.0,Unavailable,2083.0,25307872.0,L,28900.0,2468.0
nwqJyYC2KOs,UCdJtV6wXT6lnrvldU_urowQ,334.0,Unavailable,11072.0,25307872.0,L,28900.0,2546.0
bN8eqPR2xVI,UCdJtV6wXT6lnrvldU_urowQ,425.0,Unavailable,2021.0,25307872.0,L,28900.0,2373.0
1_RNDKsP8ho,UCdJtV6wXT6lnrvldU_urowQ,319.0,Unavailable,3699.0,25307872.0,L,28900.0,2380.0
hOzAEXQfx5A,UCdJtV6wXT6lnrvldU_urowQ,290.0,Unavailable,9467.0,25307872.0,L,28900.0,2455.0
PUCcEoWRtVI,UCdJtV6wXT6lnrvldU_urowQ,463.0,Unavailable,5415.0,25307872.0,L,28900.0,2381.0
75FtW6oSgDI,UCdJtV6wXT6lnrvldU_urowQ,43.0,Unavailable,4575.0,25307872.0,L,28900.0,2490.0
P6p1itV4G6o,UCdJtV6wXT6lnrvldU_urowQ,241.0,Unavailable,2025.0,25307872.0,L,28900.0,2371.0
i_uvODhCPq8,UCdJtV6wXT6lnrvldU_urowQ,395.0,Unavailable,11905.0,25307872.0,L,28900.0,2337.0
-2BAYDkl4zw,UCdJtV6wXT6lnrvldU_urowQ,336.0,Unavailable,1609.0,25307872.0,L,28900.0,2703.0
jQT_WL9or8Q,UCdJtV6wXT6lnrvldU_urowQ,343.0,Unavailable,12550.0,25307872.0,L,28900.0,2444.0
W2uWebIX5K8,UCdJtV6wXT6lnrvldU_urowQ,210.0,Unavailable,10540.0,25307872.0,L,28900.0,2325.0
0hzU4FhvhCs,UCdJtV6wXT6lnrvldU_urowQ,389.0,Unavailable,5226.0,25307872.0,L,28900.0,2549.0
IdVohY6ilWQ,UCdJtV6wXT6lnrvldU_urowQ,385.0,Unavailable,13767.0,25307872.0,L,28900.0,2553.0
KgyoLwrM3GA,UCdJtV6wXT6lnrvldU_urowQ,406.0,Unavailable,57135.0,25307872.0,L,28900.0,2374.0
hMLgZk6SA3U,UCdJtV6wXT6lnrvldU_urowQ,28.0,Unavailable,825.0,25307872.0,L,28900.0,2485.0
jF8tCtLfrv4,UCdJtV6wXT6lnrvldU_urowQ,296.0,Unavailable,10370.0,25307872.0,L,28900.0,2531.0
CJKG38CjO_U,UCdJtV6wXT6lnrvldU_urowQ,257.0,Unavailable,2625.0,25307872.0,L,28900.0,2393.0
8bh1kghIuh0,UCdJtV6wXT6lnrvldU_urowQ,705.0,Unavailable,7922.0,25307872.0,L,28900.0,2589.0
fMFkLRq5j_c,UCdJtV6wXT6lnrvldU_urowQ,325.0,Unavailable,14654.0,25307872.0,L,28900.0,2522.0
XX4zVlZgr6g,UCdJtV6wXT6lnrvldU_urowQ,80.0,Unavailable,11052.0,25307872.0,L,28900.0,2513.0
svCEOg1Vs9Q,UCdJtV6wXT6lnrvldU_urowQ,369.0,Unavailable,12712.0,25307872.0,L,28900.0,2519.0
sbX0HkZU9j4,UCdJtV6wXT6lnrvldU_urowQ,344.0,Unavailable,2152.0,25307872.0,L,28900.0,2660.0
trV6sFV_xwA,UCdJtV6wXT6lnrvldU_urowQ,83.0,Unavailable,1496.0,25307872.0,L,28900.0,2371.0
r3DkrMH2go4,UCdJtV6wXT6lnrvldU_urowQ,435.0,Unavailable,13741.0,25307872.0,L,28900.0,2705.0
wK9JppAYGWQ,UCdJtV6wXT6lnrvldU_urowQ,220.0,Unavailable,9088.0,25307872.0,L,28900.0,2416.0
xafiSZO_r2g,UCdJtV6wXT6lnrvldU_urowQ,347.0,Unavailable,83628.0,25307872.0,L,28900.0,2544.0
GF-eRg95jtI,UCdJtV6wXT6lnrvldU_urowQ,287.0,Unavailable,5055.0,25307872.0,L,28900.0,2449.0
XFYPEX4vLFk,UCdJtV6wXT6lnrvldU_urowQ,461.0,Unavailable,3482.0,25307872.0,L,28900.0,2483.0
7chQleO54L8,UCdJtV6wXT6lnrvldU_urowQ,400.0,Unavailable,7338.0,25307872.0,L,28900.0,2546.0
JP70_G4EMBw,UCdJtV6wXT6lnrvldU_urowQ,42.0,Unavailable,2197.0,25307872.0,L,28900.0,2366.0
Wa9W1PfOcjU,UCdJtV6wXT6lnrvldU_urowQ,135.0,Unavailable,2297.0,25307872.0,L,28900.0,2525.0
9F2EZRFJhtc,UCdJtV6wXT6lnrvldU_urowQ,67.0,Unavailable,1043.0,25307872.0,L,28900.0,2477.0
9SDOSpepCGY,UCdJtV6wXT6lnrvldU_urowQ,165.0,Unavailable,2380.0,25307872.0,L,28900.0,2430.0
m7mAFAvKSGk,UCdJtV6wXT6lnrvldU_urowQ,382.0,Unavailable,20301.0,25307872.0,L,28900.0,2388.0
HKNwwRW0JzY,UCdJtV6wXT6lnrvldU_urowQ,320.0,Unavailable,4013.0,25307872.0,L,28900.0,2468.0
-LHqqnDLP7A,UCdJtV6wXT6lnrvldU_urowQ,178.0,Unavailable,4094.0,25307872.0,L,28900.0,2569.0
APawW8ZH1Jc,UCdJtV6wXT6lnrvldU_urowQ,133.0,Unavailable,1902.0,25307872.0,L,28900.0,2490.0
7ERmLcSgg7Q,UCdJtV6wXT6lnrvldU_urowQ,217.0,Unavailable,18963.0,25307872.0,L,28900.0,2560.0
vXF1yvudfxg,UCdJtV6wXT6lnrvldU_urowQ,460.0,Unavailable,5511.0,25307872.0,L,28900.0,2548.0
LA14JqA30-Y,UCdJtV6wXT6lnrvldU_urowQ,388.0,Unavailable,4939.0,25307872.0,L,28900.0,2696.0
6PjyVa67Spc,UCdJtV6wXT6lnrvldU_urowQ,231.0,Unavailable,7196.0,25307872.0,L,28900.0,2359.0
QxOGT6FSlN8,UCdJtV6wXT6lnrvldU_urowQ,330.0,Unavailable,4691.0,25307872.0,L,28900.0,2486.0
gB-DnH_SQAQ,UCdJtV6wXT6lnrvldU_urowQ,177.0,Unavailable,2050.0,25307872.0,L,28900.0,2582.0
XRgaVNUdCNY,UCdJtV6wXT6lnrvldU_urowQ,329.0,Unavailable,3886.0,25307872.0,L,28900.0,2483.0
lMU1HT6XrQo,UCdJtV6wXT6lnrvldU_urowQ,144.0,Unavailable,946.0,25307872.0,L,28900.0,2449.0
GJOZ4X9Frpw,UCdJtV6wXT6lnrvldU_urowQ,268.0,Unavailable,10239.0,25307872.0,L,28900.0,2539.0
2d3nrSnGMXE,UCdJtV6wXT6lnrvldU_urowQ,344.0,Unavailable,13716.0,25307872.0,L,28900.0,2478.0
ldgixGQQ44A,UCdJtV6wXT6lnrvldU_urowQ,391.0,Unavailable,5537.0,25307872.0,L,28900.0,2413.0
QpUQoVFfiiw,UCdJtV6wXT6lnrvldU_urowQ,127.0,Unavailable,9469.0,25307872.0,L,28900.0,2576.0
XYvMMB3qv_w,UCdJtV6wXT6lnrvldU_urowQ,220.0,Unavailable,12717.0,25307872.0,L,28900.0,2464.0
3a0QOMxEJ6k,UCdJtV6wXT6lnrvldU_urowQ,223.0,Unavailable,6107.0,25307872.0,L,28900.0,2505.0
Ln4wJpZ7nZk,UCdJtV6wXT6lnrvldU_urowQ,155.0,Unavailable,26803.0,25307872.0,L,28900.0,2367.0
SmPoumgSEIc,UCdJtV6wXT6lnrvldU_urowQ,401.0,Unavailable,6630.0,25307872.0,L,28900.0,2497.0
T1LV5v4IKOU,UCdJtV6wXT6lnrvldU_urowQ,116.0,Unavailable,2671.0,25307872.0,L,28900.0,2564.0
uA9ubEYsmUA,UCdJtV6wXT6lnrvldU_urowQ,397.0,Unavailable,56575.0,25307872.0,L,28900.0,2612.0
-LKFypAXchA,UCdJtV6wXT6lnrvldU_urowQ,416.0,Unavailable,5855.0,25307872.0,L,28900.0,2533.0
885p_ma1Wlo,UCdJtV6wXT6lnrvldU_urowQ,260.0,Unavailable,8578.0,25307872.0,L,28900.0,2443.0
